Name,Language,URL
certbot,Python,https://github.com/certbot/certbot
tmux,C,https://github.com/tmux/tmux
beego,Go,https://github.com/beego/beego
HanLP,Python,https://github.com/hankcs/HanLP
interview,C++,https://github.com/huihut/interview
graphql-engine,TypeScript,https://github.com/hasura/graphql-engine
husky,JavaScript,https://github.com/typicode/husky
nvm-windows,Go,https://github.com/coreybutler/nvm-windows
framework,PHP,https://github.com/laravel/framework
Blog,none,https://github.com/mqyqingfeng/Blog
pandoc,Haskell,https://github.com/jgm/pandoc
ImHex,C++,https://github.com/WerWolv/ImHex
HEAD,none,https://github.com/joshbuchea/HEAD
vue-cli,JavaScript,https://github.com/vuejs/vue-cli
alist,Go,https://github.com/alist-org/alist
p3c,Kotlin,https://github.com/alibaba/p3c
foundation-sites,HTML,https://github.com/foundation/foundation-sites
libpku,TeX,https://github.com/lib-pku/libpku
rxjs,TypeScript,https://github.com/ReactiveX/rxjs
stablediffusion,Python,https://github.com/Stability-AI/stablediffusion
ui,TypeScript,https://github.com/shadcn-ui/ui
spring-boot-examples,Java,https://github.com/ityouknow/spring-boot-examples
REKCARC-TSC-UHT,HTML,https://github.com/PKUanonym/REKCARC-TSC-UHT
phantomjs,C++,https://github.com/ariya/phantomjs
vimrc,Vim Script,https://github.com/amix/vimrc
dotfiles,Shell,https://github.com/mathiasbynens/dotfiles
react-boilerplate,JavaScript,https://github.com/react-boilerplate/react-boilerplate
COVID-19,none,https://github.com/CSSEGISandData/COVID-19
Awesome-Design-Tools,JavaScript,https://github.com/goabstract/Awesome-Design-Tools
es6features,none,https://github.com/lukehoban/es6features
awesome-php,none,https://github.com/ziadoz/awesome-php
ccxt,Python,https://github.com/ccxt/ccxt
cli,Python,https://github.com/httpie/cli
NeteaseCloudMusicApi,JavaScript,https://github.com/Binaryify/NeteaseCloudMusicApi
manifesto,HTML,https://github.com/opentffoundation/manifesto
project-guidelines,JavaScript,https://github.com/elsewhencode/project-guidelines
appsmith,TypeScript,https://github.com/appsmithorg/appsmith
lottie-web,JavaScript,https://github.com/airbnb/lottie-web
easyexcel,Java,https://github.com/alibaba/easyexcel
solid,TypeScript,https://github.com/solidjs/solid
TrafficMonitor,C++,https://github.com/zhongyang219/TrafficMonitor
html2canvas,TypeScript,https://github.com/niklasvh/html2canvas
Hover,SCSS,https://github.com/IanLunn/Hover
leakcanary,Kotlin,https://github.com/square/leakcanary
symfony,PHP,https://github.com/symfony/symfony
fd,Rust,https://github.com/sharkdp/fd
run,none,https://github.com/The-Run-Philosophy-Organization/run
Files,C#,https://github.com/files-community/Files
linux-insides,Python,https://github.com/0xAX/linux-insides
halo,Java,https://github.com/halo-dev/halo
Coursera-ML-AndrewNg-Notes,HTML,https://github.com/fengdu78/Coursera-ML-AndrewNg-Notes
500lines,JavaScript,https://github.com/aosabook/500lines
English-level-up-tips,none,https://github.com/byoungd/English-level-up-tips
standard,JavaScript,https://github.com/standard/standard
photoprism,Go,https://github.com/photoprism/photoprism
fastify,JavaScript,https://github.com/fastify/fastify
trpc,TypeScript,https://github.com/trpc/trpc
swc,Rust,https://github.com/swc-project/swc
yew,MDX,https://github.com/yewstack/yew
awesome-shell,none,https://github.com/alebcay/awesome-shell
programmer-job-blacklist,Shell,https://github.com/shengxinjing/programmer-job-blacklist
apollo,Java,https://github.com/apolloconfig/apollo
todomvc,JavaScript,https://github.com/tastejs/todomvc
sequelize,JavaScript,https://github.com/sequelize/sequelize
vault,Go,https://github.com/hashicorp/vault
learnGitBranching,JavaScript,https://github.com/pcottle/learnGitBranching
Python,Python,https://github.com/geekcomputers/Python
vuex,JavaScript,https://github.com/vuejs/vuex
webtorrent,JavaScript,https://github.com/webtorrent/webtorrent
android_guides,none,https://github.com/codepath/android_guides
slick,JavaScript,https://github.com/kenwheeler/slick
fiber,Go,https://github.com/gofiber/fiber
DeepSpeed,Python,https://github.com/microsoft/DeepSpeed
backbone,JavaScript,https://github.com/jashkenas/backbone
swift-algorithm-club,Swift,https://github.com/kodecocodes/swift-algorithm-club
layui,JavaScript,https://github.com/layui/layui
sqlmap,Python,https://github.com/sqlmapproject/sqlmap
async,JavaScript,https://github.com/caolan/async
slidev,TypeScript,https://github.com/slidevjs/slidev
openpose,C++,https://github.com/CMU-Perceptual-Computing-Lab/openpose
composer,PHP,https://github.com/composer/composer
awesome-macos-command-line,none,https://github.com/herrbischoff/awesome-macos-command-line
modern-unix,none,https://github.com/ibraheemdev/modern-unix
interactive-coding-challenges,Python,https://github.com/donnemartin/interactive-coding-challenges
postcss,TypeScript,https://github.com/postcss/postcss
slate,TypeScript,https://github.com/ianstormtaylor/slate
swr,TypeScript,https://github.com/vercel/swr
clashX,Swift,https://github.com/yichengchen/clashX
cockroach,Go,https://github.com/cockroachdb/cockroach
calculator,C++,https://github.com/microsoft/calculator
JavaScript,JavaScript,https://github.com/TheAlgorithms/JavaScript
algo,Jinja,https://github.com/trailofbits/algo
particles.js,JavaScript,https://github.com/VincentGarreau/particles.js
selenium,Java,https://github.com/SeleniumHQ/selenium
Sortable,JavaScript,https://github.com/SortableJS/Sortable
nacos,Java,https://github.com/alibaba/nacos
lapce,Rust,https://github.com/lapce/lapce
ray,Python,https://github.com/ray-project/ray
vaultwarden,Rust,https://github.com/dani-garcia/vaultwarden
fairseq,Python,https://github.com/facebookresearch/fairseq
uppy,JavaScript,https://github.com/transloadit/uppy
drone,Go,https://github.com/harness/drone
zsh-autosuggestions,Shell,https://github.com/zsh-users/zsh-autosuggestions
pytorch-tutorial,Python,https://github.com/yunjey/pytorch-tutorial
ChatGPT,Python,https://github.com/acheong08/ChatGPT
sway,Rust,https://github.com/FuelLabs/sway
druid,Java,https://github.com/alibaba/druid
HowToLiveLonger,none,https://github.com/geekan/HowToLiveLonger
machine-learning-for-software-engineers,none,https://github.com/ZuzooVn/machine-learning-for-software-engineers
minikube,Go,https://github.com/kubernetes/minikube
jsPDF,JavaScript,https://github.com/parallax/jsPDF
legacy-homebrew,none,https://github.com/Homebrew/legacy-homebrew
How-To-Ask-Questions-The-Smart-Way,JavaScript,https://github.com/ryanhanwu/How-To-Ask-Questions-The-Smart-Way
underscore,JavaScript,https://github.com/jashkenas/underscore
OpenAPI-Specification,JavaScript,https://github.com/OAI/OpenAPI-Specification
JCSprout,Java,https://github.com/crossoverJie/JCSprout
nps,Go,https://github.com/ehang-io/nps
Daily-Interview-Question,JavaScript,https://github.com/Advanced-Frontend/Daily-Interview-Question
spaCy,Python,https://github.com/explosion/spaCy
lighthouse,JavaScript,https://github.com/GoogleChrome/lighthouse
Charts,Swift,https://github.com/danielgindi/Charts
hutool,Java,https://github.com/dromara/hutool
weui,HTML,https://github.com/Tencent/weui
ClashForAndroid,Kotlin,https://github.com/Kr328/ClashForAndroid
FastChat,Python,https://github.com/lm-sys/FastChat
lede,C,https://github.com/coolsnowwolf/lede
consul,Go,https://github.com/hashicorp/consul
streamlit,Python,https://github.com/streamlit/streamlit
awesome-python-cn,Makefile,https://github.com/jobbole/awesome-python-cn
cheerio,TypeScript,https://github.com/cheeriojs/cheerio
Faker,PHP,https://github.com/fzaninotto/Faker
AnotherRedisDesktopManager,JavaScript,https://github.com/qishibo/AnotherRedisDesktopManager
mobx,TypeScript,https://github.com/mobxjs/mobx
python-guide,Batchfile,https://github.com/realpython/python-guide
hangzhou_house_knowledge,CSS,https://github.com/houshanren/hangzhou_house_knowledge
AI-Expert-Roadmap,JavaScript,https://github.com/AMAI-GmbH/AI-Expert-Roadmap
waifu2x,Lua,https://github.com/nagadomi/waifu2x
canal,Java,https://github.com/alibaba/canal
pytorch-image-models,Python,https://github.com/huggingface/pytorch-image-models
stanford_alpaca,Python,https://github.com/tatsu-lab/stanford_alpaca
react-select,TypeScript,https://github.com/JedWatson/react-select
floating-ui,TypeScript,https://github.com/floating-ui/floating-ui
chatgpt-web,Vue,https://github.com/Chanzhaoyu/chatgpt-web
yapi,JavaScript,https://github.com/YMFE/yapi
echo,Go,https://github.com/labstack/echo
awesome-remote-job,none,https://github.com/lukasz-madon/awesome-remote-job
portainer,Go,https://github.com/portainer/portainer
poetry,Python,https://github.com/python-poetry/poetry
ResumeSample,none,https://github.com/geekcompany/ResumeSample
spring-cloud-alibaba,Java,https://github.com/alibaba/spring-cloud-alibaba
vhr,Java,https://github.com/lenve/vhr
gitflow,Shell,https://github.com/nvie/gitflow
angular-cli,TypeScript,https://github.com/angular/angular-cli
react-spring,TypeScript,https://github.com/pmndrs/react-spring
rethinkdb,C++,https://github.com/rethinkdb/rethinkdb
django-rest-framework,Python,https://github.com/encode/django-rest-framework
mattermost,TypeScript,https://github.com/mattermost/mattermost
linkedin-skill-assessments-quizzes,Python,https://github.com/Ebazhanov/linkedin-skill-assessments-quizzes
etcher,TypeScript,https://github.com/balena-io/etcher
codemirror5,JavaScript,https://github.com/codemirror/codemirror5
awesome-docker,none,https://github.com/veggiemonk/awesome-docker
nginxconfig.io,JavaScript,https://github.com/digitalocean/nginxconfig.io
sharp,JavaScript,https://github.com/lovell/sharp
detectron2,Python,https://github.com/facebookresearch/detectron2
AgentGPT,TypeScript,https://github.com/reworkd/AgentGPT
nushell,Rust,https://github.com/nushell/nushell
SpringAll,Java,https://github.com/wuyouzhuguli/SpringAll
influxdb,Go,https://github.com/influxdata/influxdb
css-protips,none,https://github.com/AllThingsSmitty/css-protips
mongoose,JavaScript,https://github.com/Automattic/mongoose
reverse-interview,none,https://github.com/viraptor/reverse-interview
folly,C++,https://github.com/facebook/folly
Detectron,Python,https://github.com/facebookresearch/Detectron
rocksdb,C++,https://github.com/facebook/rocksdb
30-Days-Of-Python,Python,https://github.com/Asabeneh/30-Days-Of-Python
bark,Jupyter Notebook,https://github.com/suno-ai/bark
ace,JavaScript,https://github.com/ajaxorg/ace
serenity,C++,https://github.com/SerenityOS/serenity
jq,C,https://github.com/jqlang/jq
immer,JavaScript,https://github.com/immerjs/immer
Probabilistic-Programming-and-Bayesian-Methods-for-Hackers,Jupyter Notebook,https://github.com/CamDavidsonPilon/Probabilistic-Programming-and-Bayesian-Methods-for-Hackers
RSSHub,JavaScript,https://github.com/DIYgod/RSSHub
the-super-tiny-compiler,JavaScript,https://github.com/jamiebuilds/the-super-tiny-compiler
gitbook,JavaScript,https://github.com/GitbookIO/gitbook
fetch,JavaScript,https://github.com/JakeChampion/fetch
kafka,Java,https://github.com/apache/kafka
select2,JavaScript,https://github.com/select2/select2
request,JavaScript,https://github.com/request/request
fabric.js,JavaScript,https://github.com/fabricjs/fabric.js
butterknife,Java,https://github.com/JakeWharton/butterknife
bevy,Rust,https://github.com/bevyengine/bevy
tqdm,Python,https://github.com/tqdm/tqdm
nprogress,JavaScript,https://github.com/rstacruz/nprogress
Modernizr,JavaScript,https://github.com/Modernizr/Modernizr
pocketbase,Go,https://github.com/pocketbase/pocketbase
data-science-ipython-notebooks,Python,https://github.com/donnemartin/data-science-ipython-notebooks
os-tutorial,C,https://github.com/cfenollosa/os-tutorial
awesome-compose,HTML,https://github.com/docker/awesome-compose
nodemon,JavaScript,https://github.com/remy/nodemon
awesome-deep-learning-papers,TeX,https://github.com/terryum/awesome-deep-learning-papers
ngx-admin,TypeScript,https://github.com/akveo/ngx-admin
xstate,TypeScript,https://github.com/statelyai/xstate
SDWebImage,Objective-C,https://github.com/SDWebImage/SDWebImage
YesPlayMusic,Vue,https://github.com/qier222/YesPlayMusic
Complete-Python-3-Bootcamp,Jupyter Notebook,https://github.com/Pierian-Data/Complete-Python-3-Bootcamp
xgboost,C++,https://github.com/dmlc/xgboost
docsify,JavaScript,https://github.com/docsifyjs/docsify
lightning,Python,https://github.com/Lightning-AI/lightning
CheatSheetSeries,Python,https://github.com/OWASP/CheatSheetSeries
remix,TypeScript,https://github.com/remix-run/remix
rufus,C,https://github.com/pbatard/rufus
MetaGPT,Python,https://github.com/geekan/MetaGPT
jax,Python,https://github.com/google/jax
EventBus,Java,https://github.com/greenrobot/EventBus
fastai,Jupyter Notebook,https://github.com/fastai/fastai
helix,Rust,https://github.com/helix-editor/helix
lottie-ios,Swift,https://github.com/airbnb/lottie-ios
SmartRefreshLayout,Java,https://github.com/scwang90/SmartRefreshLayout
numpy,Python,https://github.com/numpy/numpy
swagger-ui,JavaScript,https://github.com/swagger-api/swagger-ui
tools,Rust,https://github.com/rome/tools
ink,TypeScript,https://github.com/vadimdemedes/ink
Depix,Python,https://github.com/spipm/Depix
jellyfin,C#,https://github.com/jellyfin/jellyfin
Python-programming-exercises,none,https://github.com/zhiwehu/Python-programming-exercises
mongo,C++,https://github.com/mongodb/mongo
Ryujinx,C#,https://github.com/Ryujinx/Ryujinx
k3s,Go,https://github.com/k3s-io/k3s
nanoGPT,Python,https://github.com/karpathy/nanoGPT
iris,Go,https://github.com/kataras/iris
daisyui,Svelte,https://github.com/saadeghi/daisyui
plyr,JavaScript,https://github.com/sampotts/plyr
aos,JavaScript,https://github.com/michalsnik/aos
eShopOnContainers,C#,https://github.com/dotnet-architecture/eShopOnContainers
tachiyomi,Kotlin,https://github.com/tachiyomiorg/tachiyomi
ItChat,Python,https://github.com/littlecodersh/ItChat
seata,Java,https://github.com/seata/seata
quasar,JavaScript,https://github.com/quasarframework/quasar
faiss,C++,https://github.com/facebookresearch/faiss
emscripten,C,https://github.com/emscripten-core/emscripten
termux-app,Java,https://github.com/termux/termux-app
pipenv,Python,https://github.com/pypa/pipenv
OpenBBTerminal,Python,https://github.com/OpenBB-finance/OpenBBTerminal
editor.js,TypeScript,https://github.com/codex-team/editor.js
iview,Vue,https://github.com/iview/iview
angular-styleguide,none,https://github.com/johnpapa/angular-styleguide
Signal-Android,Java,https://github.com/signalapp/Signal-Android
dnSpy,C#,https://github.com/dnSpy/dnSpy
react-native-elements,MDX,https://github.com/react-native-elements/react-native-elements
fe-interview,JavaScript,https://github.com/haizlin/fe-interview
devtools,TypeScript,https://github.com/vuejs/devtools
netron,JavaScript,https://github.com/lutzroeder/netron
viper,Go,https://github.com/spf13/viper
discord.js,TypeScript,https://github.com/discordjs/discord.js
rollup,JavaScript,https://github.com/rollup/rollup
feather,JavaScript,https://github.com/feathericons/feather
professional-programming,Python,https://github.com/charlax/professional-programming
GitHubDaily,none,https://github.com/GitHubDaily/GitHubDaily
Web,none,https://github.com/qianguyihao/Web
redash,Python,https://github.com/getredash/redash
hosts,Python,https://github.com/StevenBlack/hosts
nsq,Go,https://github.com/nsqio/nsq
BaseRecyclerViewAdapterHelper,Kotlin,https://github.com/CymChad/BaseRecyclerViewAdapterHelper
90DaysOfDevOps,Shell,https://github.com/MichaelCade/90DaysOfDevOps
taichi,C++,https://github.com/taichi-dev/taichi
v2ray-core,Go,https://github.com/v2fly/v2ray-core
server,PHP,https://github.com/nextcloud/server
pkg,JavaScript,https://github.com/vercel/pkg
hammer.js,JavaScript,https://github.com/hammerjs/hammer.js
go,none,https://github.com/datasciencemasters/go
components,TypeScript,https://github.com/angular/components
react-three-fiber,TypeScript,https://github.com/pmndrs/react-three-fiber
servo,none,https://github.com/servo/servo
mdb-ui-kit,SCSS,https://github.com/mdbootstrap/mdb-ui-kit
awesome-swift,Ruby,https://github.com/matteocrippa/awesome-swift
Vundle.vim,Vim Script,https://github.com/VundleVim/Vundle.vim
novu,TypeScript,https://github.com/novuhq/novu
Hystrix,Java,https://github.com/Netflix/Hystrix
RxSwift,Swift,https://github.com/ReactiveX/RxSwift
Awesome,none,https://github.com/Awesome-Windows/Awesome
croc,Go,https://github.com/schollz/croc
faas,Go,https://github.com/openfaas/faas
iTerm2-Color-Schemes,Shell,https://github.com/mbadolato/iTerm2-Color-Schemes
flutter-go,Dart,https://github.com/alibaba/flutter-go
glances,Python,https://github.com/nicolargo/glances
Mask_RCNN,Python,https://github.com/matterport/Mask_RCNN
devise,Ruby,https://github.com/heartcombo/devise
mpv,C,https://github.com/mpv-player/mpv
coder2gwy,none,https://github.com/coder2gwy/coder2gwy
docz,TypeScript,https://github.com/doczjs/docz
gitlabhq,Ruby,https://github.com/gitlabhq/gitlabhq
v2rayNG,Kotlin,https://github.com/2dust/v2rayNG
spleeter,Python,https://github.com/deezer/spleeter
eslint,JavaScript,https://github.com/eslint/eslint
coc.nvim,TypeScript,https://github.com/neoclide/coc.nvim
ramda,JavaScript,https://github.com/ramda/ramda
MonitorControl,Swift,https://github.com/MonitorControl/MonitorControl
spacemacs,Emacs Lisp,https://github.com/syl20bnr/spacemacs
ngrok,Go,https://github.com/inconshreveable/ngrok
GitHubDaily,none,https://github.com/GitHubDaily/GitHubDaily
Web,none,https://github.com/qianguyihao/Web
redash,Python,https://github.com/getredash/redash
hosts,Python,https://github.com/StevenBlack/hosts
nsq,Go,https://github.com/nsqio/nsq
BaseRecyclerViewAdapterHelper,Kotlin,https://github.com/CymChad/BaseRecyclerViewAdapterHelper
90DaysOfDevOps,Shell,https://github.com/MichaelCade/90DaysOfDevOps
taichi,C++,https://github.com/taichi-dev/taichi
v2ray-core,Go,https://github.com/v2fly/v2ray-core
server,PHP,https://github.com/nextcloud/server
pkg,JavaScript,https://github.com/vercel/pkg
hammer.js,JavaScript,https://github.com/hammerjs/hammer.js
go,none,https://github.com/datasciencemasters/go
components,TypeScript,https://github.com/angular/components
react-three-fiber,TypeScript,https://github.com/pmndrs/react-three-fiber
servo,none,https://github.com/servo/servo
mdb-ui-kit,SCSS,https://github.com/mdbootstrap/mdb-ui-kit
awesome-swift,Ruby,https://github.com/matteocrippa/awesome-swift
Vundle.vim,Vim Script,https://github.com/VundleVim/Vundle.vim
novu,TypeScript,https://github.com/novuhq/novu
Hystrix,Java,https://github.com/Netflix/Hystrix
RxSwift,Swift,https://github.com/ReactiveX/RxSwift
Awesome,none,https://github.com/Awesome-Windows/Awesome
croc,Go,https://github.com/schollz/croc
faas,Go,https://github.com/openfaas/faas
iTerm2-Color-Schemes,Shell,https://github.com/mbadolato/iTerm2-Color-Schemes
flutter-go,Dart,https://github.com/alibaba/flutter-go
glances,Python,https://github.com/nicolargo/glances
Mask_RCNN,Python,https://github.com/matterport/Mask_RCNN
devise,Ruby,https://github.com/heartcombo/devise
mpv,C,https://github.com/mpv-player/mpv
coder2gwy,none,https://github.com/coder2gwy/coder2gwy
docz,TypeScript,https://github.com/doczjs/docz
gitlabhq,Ruby,https://github.com/gitlabhq/gitlabhq
v2rayNG,Kotlin,https://github.com/2dust/v2rayNG
spleeter,Python,https://github.com/deezer/spleeter
eslint,JavaScript,https://github.com/eslint/eslint
apollo,C++,https://github.com/ApolloAuto/apollo
coc.nvim,TypeScript,https://github.com/neoclide/coc.nvim
ramda,JavaScript,https://github.com/ramda/ramda
MonitorControl,Swift,https://github.com/MonitorControl/MonitorControl
spacemacs,Emacs Lisp,https://github.com/syl20bnr/spacemacs
ngrok,Go,https://github.com/inconshreveable/ngrok
mediapipe,C++,https://github.com/google/mediapipe
logrus,Go,https://github.com/sirupsen/logrus
PhotoSwipe,JavaScript,https://github.com/dimsemenov/PhotoSwipe
Wox,C#,https://github.com/Wox-launcher/Wox
vapor,Swift,https://github.com/vapor/vapor
awesome-sysadmin,none,https://github.com/kahun/awesome-sysadmin
pure,JavaScript,https://github.com/pure-css/pure
leetcode,Java,https://github.com/doocs/leetcode
cascadia-code,Python,https://github.com/microsoft/cascadia-code
expo,TypeScript,https://github.com/expo/expo
ControlNet,Python,https://github.com/lllyasviel/ControlNet
idiomatic.js,none,https://github.com/rwaldron/idiomatic.js
backstage,TypeScript,https://github.com/backstage/backstage
aseprite,C++,https://github.com/aseprite/aseprite
streisand,Shell,https://github.com/StreisandEffect/streisand
awesome-vscode,JavaScript,https://github.com/viatsko/awesome-vscode
directus,TypeScript,https://github.com/directus/directus
architecture-components-samples,Kotlin,https://github.com/android/architecture-components-samples
stb,C,https://github.com/nothings/stb
CodeHub,C#,https://github.com/CodeHubApp/CodeHub
react-redux,TypeScript,https://github.com/reduxjs/react-redux
Summer2024-Internships,none,https://github.com/SimplifyJobs/Summer2024-Internships
penpot,Clojure,https://github.com/penpot/penpot
DeepSpeech,C++,https://github.com/mozilla/DeepSpeech
algorithms,Python,https://github.com/keon/algorithms
NativeScript,TypeScript,https://github.com/NativeScript/NativeScript
awesome-piracy,HTML,https://github.com/Igglybuff/awesome-piracy
openzeppelin-contracts,JavaScript,https://github.com/OpenZeppelin/openzeppelin-contracts
core-js,JavaScript,https://github.com/zloirock/core-js
docker_practice,Go,https://github.com/yeasy/docker_practice
react-admin,TypeScript,https://github.com/marmelab/react-admin
python-telegram-bot,Python,https://github.com/python-telegram-bot/python-telegram-bot
cal.com,TypeScript,https://github.com/calcom/cal.com
freqtrade,Python,https://github.com/freqtrade/freqtrade
localForage,JavaScript,https://github.com/localForage/localForage
go-patterns,Go,https://github.com/tmrts/go-patterns
copilot-docs,none,https://github.com/github/copilot-docs
react-navigation,TypeScript,https://github.com/react-navigation/react-navigation
mostly-adequate-guide,JavaScript,https://github.com/MostlyAdequate/mostly-adequate-guide
guzzle,PHP,https://github.com/guzzle/guzzle
sails,JavaScript,https://github.com/balderdashy/sails
autocomplete,TypeScript,https://github.com/withfig/autocomplete
envoy,C++,https://github.com/envoyproxy/envoy
turbo,Rust,https://github.com/vercel/turbo
exa,Rust,https://github.com/ogham/exa
micro,Go,https://github.com/zyedidia/micro
setup-ipsec-vpn,Shell,https://github.com/hwdsl2/setup-ipsec-vpn
whisper.cpp,C,https://github.com/ggerganov/whisper.cpp
Real-ESRGAN,Python,https://github.com/xinntao/Real-ESRGAN
openssl,C,https://github.com/openssl/openssl
Telegram,Java,https://github.com/DrKLO/Telegram
milvus,Go,https://github.com/milvus-io/milvus
hub,Go,https://github.com/mislav/hub
octotree,JavaScript,https://github.com/ovity/octotree
awesome-actions,none,https://github.com/sdras/awesome-actions
srs,C++,https://github.com/ossrs/srs
tdesktop,C++,https://github.com/telegramdesktop/tdesktop
draft-js,JavaScript,https://github.com/facebookarchive/draft-js
trilium,JavaScript,https://github.com/zadam/trilium
redux-saga,JavaScript,https://github.com/redux-saga/redux-saga
RevokeMsgPatcher,C#,https://github.com/huiyadanli/RevokeMsgPatcher
text-generation-webui,Python,https://github.com/oobabooga/text-generation-webui
ember.js,JavaScript,https://github.com/emberjs/ember.js
blog,none,https://github.com/fouber/blog
30-Days-Of-React,JavaScript,https://github.com/Asabeneh/30-Days-Of-React
firecracker,Rust,https://github.com/firecracker-microvm/firecracker
gson,Java,https://github.com/google/gson
Data-Science-For-Beginners,Jupyter Notebook,https://github.com/microsoft/Data-Science-For-Beginners
ML-From-Scratch,Python,https://github.com/eriklindernoren/ML-From-Scratch
CyberChef,JavaScript,https://github.com/gchq/CyberChef
table,TypeScript,https://github.com/TanStack/table
flv.js,JavaScript,https://github.com/bilibili/flv.js
skywalking,Java,https://github.com/apache/skywalking
homebridge,TypeScript,https://github.com/homebridge/homebridge
sweetalert,TypeScript,https://github.com/t4t5/sweetalert
MiniGPT-4,Python,https://github.com/Vision-CAIR/MiniGPT-4
react-redux-links,none,https://github.com/markerikson/react-redux-links
ipfs,none,https://github.com/ipfs/ipfs
wepy,JavaScript,https://github.com/Tencent/wepy
RedisDesktopManager,C++,https://github.com/RedisInsight/RedisDesktopManager
intro.js,TypeScript,https://github.com/usablica/intro.js
mocha,JavaScript,https://github.com/mochajs/mocha
wttr.in,Python,https://github.com/chubin/wttr.in
fish-shell,C++,https://github.com/fish-shell/fish-shell
algo,Python,https://github.com/wangzheng0822/algo
github1s,TypeScript,https://github.com/conwnet/github1s
tuning_playbook,none,https://github.com/google-research/tuning_playbook
SwiftyJSON,Swift,https://github.com/SwiftyJSON/SwiftyJSON
surrealdb,Rust,https://github.com/surrealdb/surrealdb
quivr,TypeScript,https://github.com/StanGirard/quivr
celery,Python,https://github.com/celery/celery
Rectangle,Swift,https://github.com/rxhanson/Rectangle
react-starter-kit,TypeScript,https://github.com/kriasoft/react-starter-kit
javascript-testing-best-practices,JavaScript,https://github.com/goldbergyoni/javascript-testing-best-practices
libuv,C,https://github.com/libuv/libuv
k9s,Go,https://github.com/derailed/k9s
locust,Python,https://github.com/locustio/locust
howler.js,JavaScript,https://github.com/goldfire/howler.js
flow,OCaml,https://github.com/facebook/flow
pumpkin-book,none,https://github.com/datawhalechina/pumpkin-book
elixir,Elixir,https://github.com/elixir-lang/elixir
headlessui,TypeScript,https://github.com/tailwindlabs/headlessui
awesome-falsehood,none,https://github.com/kdeldycke/awesome-falsehood
polymer,HTML,https://github.com/Polymer/polymer
chosen,HTML,https://github.com/harvesthq/chosen
highlight.js,JavaScript,https://github.com/highlightjs/highlight.js
lux,Go,https://github.com/iawia002/lux
jumpserver,Python,https://github.com/jumpserver/jumpserver
windows95,TypeScript,https://github.com/felixrieseberg/windows95
react-bootstrap,TypeScript,https://github.com/react-bootstrap/react-bootstrap
AFFiNE,TypeScript,https://github.com/toeverything/AFFiNE
notable,none,https://github.com/notable/notable
tokio,Rust,https://github.com/tokio-rs/tokio
NLP-progress,Python,https://github.com/sebastianruder/NLP-progress
flink,Java,https://github.com/apache/flink
vant,TypeScript,https://github.com/youzan/vant
libgdx,Java,https://github.com/libgdx/libgdx
vuepress,JavaScript,https://github.com/vuejs/vuepress
dapr,Go,https://github.com/dapr/dapr
vegeta,Go,https://github.com/tsenart/vegeta
electron-react-boilerplate,TypeScript,https://github.com/electron-react-boilerplate/electron-react-boilerplate
iosched,Kotlin,https://github.com/google/iosched
awesome-datascience,none,https://github.com/academic/awesome-datascience
passport,JavaScript,https://github.com/jaredhanson/passport
WaveFunctionCollapse,C#,https://github.com/mxgmn/WaveFunctionCollapse
wiki,Vue,https://github.com/requarks/wiki
api-guidelines,none,https://github.com/microsoft/api-guidelines
scrollreveal,JavaScript,https://github.com/jlmakes/scrollreveal
pytudes,Jupyter Notebook,https://github.com/norvig/pytudes
JARVIS,Python,https://github.com/microsoft/JARVIS
homemade-machine-learning,Jupyter Notebook,https://github.com/trekhleb/homemade-machine-learning
qBittorrent,C++,https://github.com/qbittorrent/qBittorrent
redisson,Java,https://github.com/redisson/redisson
TDengine,C,https://github.com/taosdata/TDengine
dracula-theme,none,https://github.com/dracula/dracula-theme
validator.js,JavaScript,https://github.com/validatorjs/validator.js
awesome-cto,none,https://github.com/kuchin/awesome-cto
bitcoinbook,AsciiDoc,https://github.com/bitcoinbook/bitcoinbook
vnpy,Python,https://github.com/vnpy/vnpy
refined-github,TypeScript,https://github.com/refined-github/refined-github
dragula,JavaScript,https://github.com/bevacqua/dragula
spacedrive,Rust,https://github.com/spacedriveapp/spacedrive
v8,C++,https://github.com/v8/v8
docker-cheat-sheet,none,https://github.com/wsargent/docker-cheat-sheet
gfwlist,none,https://github.com/gfwlist/gfwlist
flameshot,C++,https://github.com/flameshot-org/flameshot
Kingfisher,Swift,https://github.com/onevcat/Kingfisher
react-motion,JavaScript,https://github.com/chenglou/react-motion
Hero,Swift,https://github.com/HeroTransitions/Hero
nanoid,JavaScript,https://github.com/ai/nanoid
modern-cpp-tutorial,C++,https://github.com/changkun/modern-cpp-tutorial
masscan,C,https://github.com/robertdavidgraham/masscan
rancher,Go,https://github.com/rancher/rancher
awesome-deep-learning,none,https://github.com/ChristosChristofidis/awesome-deep-learning
lens,TypeScript,https://github.com/lensapp/lens
gradio,Python,https://github.com/gradio-app/gradio
llvm-project,none,https://github.com/llvm/llvm-project
